,부채,금융부채,담보대출,담보대출_대출용도_거주주택 구입,담보대출_대출용도_거주주택이외 부동산 구입,담보대출_대출용도_전(월)세 보증금 마련,담보대출_대출용도_부채상환,담보대출_대출용도_사업자금 마련,담보대출_대출용도_생활비 마련,담보대출_대출용도_기타 용도 등,담보대출_대출기관_은행(2010년은 농수협 중앙회 제외),담보대출_대출기관_저축은행,담보대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),담보대출_대출기관_보험회사,담보대출_대출기관_기타 기관 등,담보대출_상환방법_만기일시,담보대출_상환방법_원금 분할 상환,담보대출_상환방법_원리금 분할 상환,담보대출_상환방법_원리금 분할 및 일부만기 상환,담보대출_상환방법_기타 상환방법,담보대출_담보형태_거주 주택,담보대출_담보형태_거주 주택 이외 부동산,담보대출_담보형태_예적금 보험 펀드 채권 등,"담보대출_담보형태_기타(전세권, 자동차 등)",부동산 담보대출,부동산 이외 담보대출,신용대출,신용대출_대출용도_거주주택 구입,신용대출_대출용도_거주주택이외 부동산 구입,신용대출_대출용도_전(월)세 보증금 마련,신용대출_대출용도_부채상환,신용대출_대출용도_사업자금 마련,신용대출_대출용도_생활비 마련,신용대출_대출용도_기타 용도 등,신용대출_대출기관_은행(2010년은 농수협 중앙회 제외),신용대출_대출기관_저축은행,신용대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),신용대출_대출기관_보험회사,신용대출_대출기관_기타 기관 등,신용대출_상환방법_만기일시,신용대출_상환방법_원금 분할 상환,신용대출_상환방법_원리금 분할 상환,신용대출_상환방법_원리금 분할 및 일부만기 상환,신용대출_상환방법_기타 상환방법,신용대출_대출종류_신용대출,신용대출_대출종류_마이너스통장,신용카드 관련 대출,외상 및 할부미상환액,곗탄후 불입금액,개인 직장에서 빌린 돈_2017년 부터,임대보증금,원리금상환액,원금상환액,이자지급액,순자산액,경상소득(보완),근로소득(보완),사업소득(보완),재산소득(보완),공적 이전소득(보완),사적 이전소득(조사),이전소득(보완)[공적 이전소득(보완)+사적 이전소득(조사)],처분가능소득(보완)[경상소득(보완)-비소비지출(보완)],소비지출,식료품(외식비포함),주거비,교육비(보육료포함),의료비,교통비,통신비,기타 소비지출,"지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)",비소비지출(보완),세금(보완),공적연금·사회보험료(보완),가구간 이전지출(조사),비영리단체 이전지출(조사),연간지급이자(조사),여유자금 운용 계획,금융자산 투자 시 운용방법,금융자산 투자 시 고려사항,거주지 주택가격 전망,여유자금 부동산 투자 여부
20,5200.0,5200.0,2700.0,2700,0.0,0,0,0.0,0,0.0,2700.0,0,0.0,0,0,0.0,0,2700.0,0.0,0,2700,0.0,0.0,0,2700.0,0.0,2500.0,0,0.0,0,0,0,2500,0,0.0,0,0,2500,0,2500.0,0,0,0,0,2500.0,0,0,0,0,0,0.0,470,50,420,16648.0,2695,1500,0,105,1090,0,1090,1725,2080,1000,100,0,100,130,200,550,3050,970,55,495,0,0,420,저축과 금융자산 투자,은행 예금,수익성,변화 없을 것이다,예
22,1300.0,1300.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1300,0,0,0.0,1500,1500,0,10060.0,6014,5095,84,9,826,0,826,5611,2160,600,180,0,60,360,240,720,2563,403,64,339,0,0,0,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
25,6200.0,200.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,200,0,0,6000.0,300,300,0,35122.0,4441,885,2800,716,0,40,40,3616,1821,560,148,0,300,348,84,381,2646,825,78,137,130,480,0,부동산 구입,은행 예금,수익성,변화 없을 것이다,예
29,61281.0,38681.0,38681.0,0,38681.0,0,0,0.0,0,0.0,10681.0,28000,0.0,0,0,0.0,38681,0.0,0.0,0,0,38681.0,0.0,0,38681.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,22600.0,29260,28185,1075,89677.0,13384,6822,0,5867,575,120,695,11148,3400,150,410,0,580,410,240,1610,5636,2236,630,531,0,0,1075,저축과 금융자산 투자,은행 예금,안전성,모르겠다,아니오
30,13.0,13.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,13,0,0,0.0,467,467,0,37371.0,12987,12597,0,90,0,300,300,10965,3344,840,216,0,50,450,360,1428,5366,2022,672,1076,250,24,0,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
32,1350.0,1350.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1000.0,0,0.0,1000,0,0,0,0,0.0,1000,0,0,0,0.0,1000,0,0,0,1000.0,0,350,0,0,0,0.0,0,0,0,-630.0,3033,0,2739,0,294,0,294,3004,1482,120,840,0,12,60,400,50,1511,29,3,26,0,0,0,부채 상환,은행 예금,현금화 가능성,변화 없을 것이다,예
34,21540.0,21540.0,17540.0,0,0.0,17540,0,0.0,0,0.0,17540.0,0,0.0,0,0,0.0,0,0.0,17540.0,0,0,0.0,0.0,17540,0.0,17540.0,4000.0,0,0.0,0,0,0,0,4000,4000.0,0,0,0,0,0.0,0,0,0,4000,0.0,4000,0,0,0,0,0.0,7790,7000,790,95540.0,23294,22892,0,42,360,0,360,16394,4710,1200,100,1400,200,180,180,1450,11610,6900,5183,891,0,36,790,부채 상환,주식(직접투자),수익성,변화 없을 것이다,예
35,2000.0,2000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,2000,0,0,0.0,500,500,0,78190.0,5607,5298,106,203,0,0,0,5004,3500,1500,400,0,300,400,300,600,4103,603,80,523,0,0,0,부채 상환,은행 예금,안전성,하락할 것이다,예
36,2577.0,2577.0,1500.0,0,0.0,0,0,0.0,1500,0.0,0.0,0,0.0,1500,0,0.0,0,0.0,1500.0,0,0,0.0,1500.0,0,0.0,1500.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,77,0,1000,0.0,80,0,80,1871.0,1830,1680,0,0,150,0,150,1645,1624,360,84,0,380,300,240,260,1809,185,35,70,0,0,80,부동산 구입,저축은행 예금,안전성,상승할 것이다,예
37,8100.0,8100.0,5100.0,0,0.0,0,0,0.0,500,4600.0,500.0,0,4600.0,0,0,0.0,0,500.0,4600.0,0,5100,0.0,0.0,0,5100.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,3000,0.0,1025,900,125,12694.0,2479,1717,0,50,712,0,712,2023,963,360,120,0,140,72,96,175,1419,456,41,290,0,0,125,기타,저축은행 예금,기타(     ),변화 없을 것이다,예
38,20700.0,20700.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,20700.0,0,0.0,2000,0,0,0,18700,20700.0,0,0,0,0,7700.0,0,0,0,13000,20700.0,0,0,0,0,0,0.0,228,0,228,13454.0,6260,6053,29,28,150,0,150,4560,1636,600,360,36,30,150,60,400,3336,1700,251,691,500,30,228,부채 상환,은행 예금,안전성,상승할 것이다,아니오
42,1100.0,1100.0,1000.0,1000,0.0,0,0,0.0,0,0.0,1000.0,0,0.0,0,0,0.0,0,1000.0,0.0,0,1000,0.0,0.0,0,1000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,100,0,0,0.0,1975,1880,95,22720.0,6343,6287,0,56,0,0,0,4955,6239,840,180,4100,40,240,180,659,7627,1388,151,462,400,280,95,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
43,8.0,8.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,8,0,0,0.0,280,280,0,29262.0,3951,3425,0,77,449,0,449,3584,1913,1000,180,0,300,132,60,241,2280,367,174,143,50,0,0,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,예
47,15410.0,15410.0,14000.0,14000,0.0,0,0,0.0,0,0.0,14000.0,0,0.0,0,0,0.0,0,14000.0,0.0,0,14000,0.0,0.0,0,14000.0,0.0,1200.0,0,0.0,0,0,1200,0,0,0.0,0,0,1200,0,1200.0,0,0,0,0,1200.0,0,0,210,0,0,0.0,15776,14912,864,17725.0,5661,5592,0,69,0,0,0,4420,4060,960,264,720,30,960,216,910,5301,1241,63,214,100,0,864,부채 상환,은행 예금,수익성,상승할 것이다,아니오
48,150.0,150.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,150,0,0,0.0,251,251,0,18452.0,1465,267,0,72,126,1000,1126,1126,2404,600,126,540,220,84,264,570,2743,339,8,181,150,0,0,부동산 구입,은행 예금,안전성,상승할 것이다,예
49,9120.0,9120.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,9000.0,0,0.0,0,9000,0,0,0,9000.0,0,0,0,0,0.0,0,0,0,9000,0.0,9000,0,120,0,0,0.0,3245,3120,125,119724.0,13123,12820,0,303,0,0,0,8909,6168,1800,360,500,300,720,288,2200,10382,4214,1925,1124,890,150,125,저축과 금융자산 투자,주식(직접투자),현금화 가능성,하락할 것이다,아니오
52,13000.0,13000.0,12000.0,12000,0.0,0,0,0.0,0,0.0,12000.0,0,0.0,0,0,0.0,0,12000.0,0.0,0,12000,0.0,0.0,0,12000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1000,0,0,0.0,1110,1100,10,18676.0,4398,4175,0,223,0,0,0,3892,1286,480,192,0,20,120,144,330,1792,506,36,340,120,0,10,부채 상환,은행 예금,안전성,변화 없을 것이다,예
53,2050.0,2050.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,2050,0.0,554,500,54,3096.0,8917,8329,586,2,0,0,0,8012,3889,1800,294,620,25,504,300,346,4794,905,269,562,20,0,54,저축과 금융자산 투자,은행 예금,수익성,변화 없을 것이다,예
58,356.0,356.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,356.0,0,0.0,0,0,0,356,0,0.0,0,0,0,356,0.0,0,0,0,356,356.0,0,0,0,0,0,0.0,200,200,0,540.0,1359,1101,0,0,198,60,258,1252,396,120,213,0,12,10,36,5,503,107,1,106,0,0,0,부채 상환,은행 예금,안전성,변화 없을 것이다,예
61,11300.0,11300.0,11000.0,11000,0.0,0,0,0.0,0,0.0,0.0,0,11000.0,0,0,0.0,0,11000.0,0.0,0,11000,0.0,0.0,0,11000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,300,0,0,0.0,2056,1600,456,13574.0,4812,1994,2723,1,94,0,94,3796,1700,500,320,0,30,200,180,470,2716,1016,279,281,0,0,456,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
62,106000.0,33000.0,29000.0,0,29000.0,0,0,0.0,0,0.0,29000.0,0,0.0,0,0,0.0,0,0.0,29000.0,0,0,29000.0,0.0,0,29000.0,0.0,4000.0,0,4000.0,0,0,0,0,0,4000.0,0,0,0,0,0.0,0,0,0,4000,0.0,4000,0,0,0,0,73000.0,1570,650,920,187524.0,29079,28815,0,264,0,0,0,20340,10260,900,1000,2700,100,1000,360,4200,18999,8739,5500,1599,600,120,920,부동산 구입,주식(직접투자),수익성,상승할 것이다,예
63,4000.0,4000.0,1500.0,0,0.0,0,0,1500.0,0,0.0,1500.0,0,0.0,0,0,0.0,0,1500.0,0.0,0,0,0.0,0.0,1500,0.0,1500.0,400.0,0,0.0,0,0,400,0,0,400.0,0,0,0,0,0.0,0,0,0,400,0.0,400,0,2100,0,0,0.0,1370,1176,194,22010.0,4056,2032,2000,24,0,0,0,3469,2630,1000,300,0,150,50,120,1010,3217,587,54,339,0,0,194,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
67,4.0,4.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,4,0,0,0.0,12,12,0,9642.0,2920,2893,0,27,0,0,0,2673,662,120,60,0,10,120,96,256,909,247,11,236,0,0,0,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,예
68,3112.0,1612.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1612.0,0,0.0,0,1612,0,0,0,95.0,0,0,1517,0,0.0,0,0,95,1517,1612.0,0,0,0,0,0,1500.0,429,354,75,121679.0,4101,1444,0,2657,0,0,0,3653,2872,840,360,812,200,240,180,240,3320,448,141,232,0,0,75,부채 상환,비은행금융기관 예금,수익성,변화 없을 것이다,예
69,2000.0,2000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2000.0,0,0.0,0,0,0,0,2000,0.0,2000,0,0,0,0.0,2000,0,0,0,2000.0,0,0,0,0,0,0.0,540,460,80,1125.0,4940,4278,1,10,651,0,651,4537,3170,720,480,800,50,360,360,400,3573,403,19,304,0,0,80,부채 상환,보험,안전성,변화 없을 것이다,예
74,3000.0,3000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,3000,0,0,0.0,780,780,0,76739.0,6281,4618,0,381,1182,100,1282,5183,2770,1200,300,0,130,240,280,620,3868,1098,214,434,450,0,0,부동산 구입,은행 예금,안전성,상승할 것이다,아니오
77,9000.0,9000.0,9000.0,0,0.0,9000,0,0.0,0,0.0,9000.0,0,0.0,0,0,9000.0,0,0.0,0.0,0,0,0.0,0.0,9000,0.0,9000.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,144,0,144,4550.0,7818,7421,0,2,395,0,395,7162,2030,500,350,0,300,320,240,320,2686,656,1,331,180,0,144,부채 상환,저축은행 예금,안전성,변화 없을 것이다,예
78,2182.0,2182.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2182.0,0,0.0,0,2182,0,0,0,0.0,0,0,0,2182,0.0,0,0,0,2182,2182.0,0,0,0,0,0,0.0,240,240,0,-1821.0,3211,1540,0,0,1671,0,1671,3204,1684,420,554,150,22,210,264,64,1691,7,1,6,0,0,0,부채 상환,은행 예금,안전성,변화 없을 것이다,예
81,1560.0,1560.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1450.0,0,0.0,0,0,0,0,1450,0.0,0,0,0,1450,0.0,0,0,1450,0,1450.0,0,0,110,0,0,0.0,774,290,484,2485.0,5250,4745,0,8,497,0,497,4431,3085,1200,360,800,5,132,348,240,3904,819,43,292,0,0,484,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,예
83,8050.0,8050.0,7500.0,0,0.0,6500,0,0.0,1000,0.0,6500.0,0,0.0,1000,0,6500.0,0,0.0,1000.0,0,0,0.0,1000.0,6500,0.0,7500.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,550,0.0,488,320,168,2748.0,1439,280,0,28,1081,50,1131,1256,995,360,105,100,40,84,156,150,1178,183,5,0,0,10,168,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,예
84,8600.0,8600.0,7000.0,7000,0.0,0,0,0.0,0,0.0,0.0,0,0.0,7000,0,0.0,0,0.0,7000.0,0,7000,0.0,0.0,0,7000.0,0.0,1600.0,0,0.0,0,0,0,0,1600,1600.0,0,0,0,0,0.0,0,0,1600,0,1600.0,0,0,0,0,0,0.0,1395,570,825,35025.0,1297,250,1047,0,0,0,0,244,3950,1100,240,1300,40,330,150,790,5003,1053,21,207,0,0,825,부채 상환,개인연금,수익성,상승할 것이다,아니오
85,5200.0,5200.0,5000.0,0,0.0,5000,0,0.0,0,0.0,5000.0,0,0.0,0,0,5000.0,0,0.0,0.0,0,0,0.0,0.0,5000,0.0,5000.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,200,0,0,0.0,1002,900,102,4272.0,4076,2094,1800,2,180,0,180,3723,2035,480,180,0,60,240,280,795,2388,353,26,125,60,40,102,부동산 구입,은행 예금,수익성,변화 없을 것이다,예
89,5750.0,5750.0,5400.0,5400,0.0,0,0,0.0,0,0.0,5400.0,0,0.0,0,0,0.0,0,5400.0,0.0,0,5400,0.0,0.0,0,5400.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,350,0,0,0.0,610,400,210,73024.0,10101,0,9600,36,465,0,465,9240,6560,2400,420,0,60,2070,240,1370,7421,861,89,362,200,0,210,부동산 구입,은행 예금,안전성,상승할 것이다,예
90,55500.0,23000.0,16000.0,0,0.0,11000,0,0.0,5000,0.0,16000.0,0,0.0,0,0,5000.0,0,11000.0,0.0,0,0,0.0,0.0,16000,0.0,16000.0,7000.0,0,0.0,0,0,0,7000,0,5000.0,0,2000,0,0,0.0,0,0,0,7000,0.0,7000,0,0,0,0,32500.0,1274,420,854,44136.0,12082,9218,2000,864,0,0,0,9365,5030,1800,300,1500,60,360,360,650,7747,2717,1024,739,100,0,854,부채 상환,은행 예금,안전성,변화 없을 것이다,예
91,4500.0,4500.0,4500.0,4500,0.0,0,0,0.0,0,0.0,4500.0,0,0.0,0,0,4500.0,0,0.0,0.0,0,4500,0.0,0.0,0,4500.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,13,0,13,18515.0,6613,813,5797,3,0,0,0,6294,5832,2400,198,1200,50,684,180,1120,6151,319,172,134,0,0,13,부채 상환,은행 예금,현금화 가능성,상승할 것이다,예
93,8300.0,300.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,300.0,0,300.0,0,0,0,0,0,300.0,0,0,0,0,0.0,0,300,0,0,300.0,0,0,0,0,0,8000.0,236,200,36,13578.0,241,190,26,25,0,0,0,48,1582,600,560,0,120,120,96,86,1775,193,13,144,0,0,36,부동산 구입,주식(직접투자),수익성,상승할 것이다,예
96,25.0,25.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,25,0,0,0.0,300,300,0,1595.0,945,0,0,0,345,600,945,944,662,120,240,0,96,10,36,160,663,1,1,0,0,0,0,부동산 구입,은행 예금,안전성,모르겠다,예
97,8000.0,8000.0,8000.0,0,0.0,8000,0,0.0,0,0.0,8000.0,0,0.0,0,0,8000.0,0,0.0,0.0,0,0,0.0,0.0,8000,0.0,8000.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,6200.0,4397,673,3483,0,211,30,241,4219,2640,1080,156,0,10,204,240,950,2818,178,52,76,50,0,0,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
99,19200.0,19200.0,19200.0,0,0.0,19200,0,0.0,0,0.0,19200.0,0,0.0,0,0,19200.0,0,0.0,0.0,0,0,0.0,0.0,19200,0.0,19200.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,460,0,460,22678.0,9662,2400,0,3429,3833,0,3833,8680,1586,480,204,0,120,240,180,362,2568,982,193,289,40,0,460,기타,은행 예금,안전성,변화 없을 것이다,아니오
101,18000.0,5000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,5000.0,0,0.0,0,0,0,5000,0,5000.0,0,0,0,0,0.0,0,0,0,5000,0.0,5000,0,0,0,0,13000.0,1240,1000,240,40860.0,7852,7386,36,175,255,0,255,6470,5425,900,850,75,50,150,150,3250,6807,1382,580,562,0,0,240,저축과 금융자산 투자,주식(직접투자),수익성,변화 없을 것이다,예
103,262.0,262.0,250.0,0,0.0,0,0,0.0,250,0.0,250.0,0,0.0,0,0,0.0,0,250.0,0.0,0,0,0.0,250.0,0,0.0,250.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,12,0,0,0.0,210,200,10,4378.0,1266,0,0,0,1266,0,1266,1256,675,147,180,0,30,180,48,90,685,10,0,0,0,0,10,저축과 금융자산 투자,은행 예금,수익성,변화 없을 것이다,예
104,720.0,720.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,600.0,0,0.0,0,0,600,0,0,600.0,0,0,0,0,0.0,0,0,0,600,0.0,600,0,120,0,0,0.0,1256,1200,56,35280.0,3765,0,2755,100,910,0,910,3354,2140,600,240,0,240,120,120,820,2551,411,134,221,0,0,56,저축과 금융자산 투자,은행 예금,안전성,모르겠다,아니오
106,1800.0,1800.0,1200.0,0,0.0,0,0,0.0,1200,0.0,0.0,0,0.0,1200,0,1200.0,0,0.0,0.0,0,0,0.0,1200.0,0,0.0,1200.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,600,0,0,0.0,158,120,38,5636.0,3024,2651,6,4,243,120,363,2634,1595,550,110,100,125,180,190,340,1985,390,12,170,170,0,38,부채 상환,은행 예금,안전성,하락할 것이다,아니오
107,2650.0,2650.0,2550.0,2550,0.0,0,0,0.0,0,0.0,2550.0,0,0.0,0,0,0.0,2550,0.0,0.0,0,2550,0.0,0.0,0,2550.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,100,0,0,0.0,3776,3700,76,81590.0,17011,0,15500,20,1491,0,1491,15613,3886,1440,300,0,240,240,276,1390,5284,1398,267,455,300,300,76,부동산 구입,채권(직접투자),수익성,변화 없을 것이다,예
108,10694.0,10694.0,5694.0,5694,0.0,0,0,0.0,0,0.0,5694.0,0,0.0,0,0,0.0,0,5694.0,0.0,0,5694,0.0,0.0,0,5694.0,0.0,5000.0,0,0.0,0,0,0,5000,0,5000.0,0,0,0,0,0.0,0,0,0,5000,0.0,5000,0,0,0,0,0.0,2335,1750,585,12396.0,9513,0,9360,153,0,0,0,6937,4590,960,180,680,30,1080,360,1300,7166,2576,711,750,350,180,585,부채 상환,은행 예금,안전성,모르겠다,아니오
109,2380.0,2380.0,2380.0,2380,0.0,0,0,0.0,0,0.0,2380.0,0,0.0,0,0,0.0,0,0.0,2380.0,0,2380,0.0,0.0,0,2380.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,183,120,63,25706.0,2943,0,0,11,2812,120,2932,2791,1748,960,240,0,50,120,108,270,1900,152,19,0,50,20,63,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
110,6000.0,6000.0,6000.0,6000,0.0,0,0,0.0,0,0.0,0.0,0,6000.0,0,0,0.0,0,0.0,6000.0,0,6000,0.0,0.0,0,6000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,2548,2068,480,8929.0,9755,9754,0,1,0,0,0,8505,3440,960,300,600,24,300,264,992,4690,1250,100,434,140,96,480,부채 상환,은행 예금,수익성,하락할 것이다,아니오
111,1738.0,1738.0,500.0,0,0.0,0,0,0.0,0,500.0,500.0,0,0.0,0,0,0.0,0,0.0,500.0,0,500,0.0,0.0,0,500.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,1238,0,0,0,0.0,980,752,228,19518.0,3180,0,3000,0,0,180,180,2525,2192,720,192,0,150,480,240,410,2847,655,57,0,70,300,228,부채 상환,저축은행 예금,수익성,하락할 것이다,예
114,2698.0,2698.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1185.0,0,0.0,0,0,0,1185,0,0.0,1185,0,0,0,0.0,0,1185,0,0,1185.0,0,1500,13,0,0,0.0,260,156,104,182.0,3287,3240,0,27,20,0,20,2940,2619,600,720,0,130,200,156,813,2966,347,30,213,0,0,104,부동산 구입,개인연금,안전성,상승할 것이다,예
115,72816.0,17816.0,17816.0,0,0.0,0,0,0.0,17816,0.0,17816.0,0,0.0,0,0,0.0,0,17816.0,0.0,0,0,17816.0,0.0,0,17816.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,55000.0,1045,600,445,207604.0,13612,4117,3600,5895,0,0,0,10627,9236,1200,556,5000,500,220,350,1410,12221,2985,1700,790,0,50,445,부동산 구입,은행 예금,수익성,상승할 것이다,예
118,2400.0,2400.0,2400.0,2400,0.0,0,0,0.0,0,0.0,2400.0,0,0.0,0,0,0.0,0,2400.0,0.0,0,2400,0.0,0.0,0,2400.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,708,600,108,53926.0,4936,0,4800,136,0,0,0,4487,3502,1200,240,720,100,250,192,800,3951,449,85,256,0,0,108,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
