,담보대출_대출용도_거주주택 구입,담보대출_대출용도_거주주택이외 부동산 구입,담보대출_대출용도_전(월)세 보증금 마련,담보대출_대출용도_사업자금 마련,담보대출_대출용도_생활비 마련,담보대출_대출기관_은행(2010년은 농수협 중앙회 제외),담보대출_대출기관_저축은행,담보대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),신용대출_대출용도_거주주택 구입,신용대출_대출용도_거주주택이외 부동산 구입,신용대출_대출용도_전(월)세 보증금 마련,신용대출_대출용도_사업자금 마련,신용대출_대출용도_생활비 마련,신용대출_대출기관_은행(2010년은 농수협 중앙회 제외),신용대출_대출기관_저축은행,신용대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),자산,부채,순자산액,가구원수,가구주 만나이,가구주 성별,가구주교육정도 통합별,가구주 혼인상태,가구주 은퇴여부,입주형태,수도권여부,가구주 직업(대분류),가구주 종사상지위,부실가계
5549,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,17930,0.0,17930,3,52,1,0,1,1,1,0,0,0,0
5550,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,79616,28000.0,51616,4,40,0,1,1,1,1,0,0,1,0
5551,1,0.0,0,0.0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,8057,4120.0,3937,3,63,1,0,1,1,1,0,0,0,0
5552,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,64914,6000.0,58914,2,64,0,0,1,1,1,0,0,0,0
5553,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,10170,1000.0,9170,2,74,0,1,1,1,1,0,0,1,0
5554,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,27980,0.0,27980,1,39,0,0,0,1,0,0,0,0,0
5555,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,6460,0.0,6460,1,31,1,1,0,1,0,0,0,0,0
5556,1,0.0,0,1.0,0,1.0,0,0.0,0,0,0,1,0,1,0,0,221348,118000.0,103348,4,39,0,1,1,1,1,1,0,1,1
5557,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,770,0.0,770,1,41,0,0,0,1,0,1,0,0,0
5558,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,12330,0.0,12330,2,58,0,1,0,1,0,1,0,1,0
5559,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,3200,0.0,3200,1,77,1,0,0,0,0,1,0,0,0
5560,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,9290,0.0,9290,2,29,1,1,0,1,0,1,0,1,0
5561,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,10998,1200.0,9798,2,55,1,0,0,1,0,1,0,1,0
5562,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,67670,30500.0,37170,4,50,0,0,1,1,1,1,0,1,0
5563,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1360,124.0,1236,2,62,0,0,0,1,0,1,0,1,0
5564,0,0.0,1,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,90750,43500.0,47250,3,42,0,1,1,1,0,1,0,1,0
5565,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,21320,0.0,21320,4,64,0,1,1,0,0,1,0,0,0
5566,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,149944,20000.0,129944,5,59,1,0,0,1,0,1,0,0,0
5567,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,650,0.0,650,1,53,0,0,0,1,0,1,1,0,0
5568,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,5148,220.0,4928,4,54,0,0,1,1,0,1,0,0,0
5569,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,45915,5000.0,40915,3,62,0,0,1,1,1,0,0,1,0
5570,1,0.0,0,0.0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,97625,22500.0,75125,2,62,0,0,1,1,1,0,0,0,0
5571,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,21243,2500.0,18743,2,78,0,0,1,1,1,0,0,0,0
5572,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,17488,2500.0,14988,2,76,0,0,1,0,1,0,0,0,0
5573,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,6180,80.0,6100,1,58,1,0,0,1,0,0,0,1,0
5574,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,197700,3000.0,194700,2,88,0,0,1,0,1,0,0,0,0
5575,0,1.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,21694,500.0,21194,4,53,0,0,1,1,1,1,0,1,0
5576,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,7708,4402.0,3306,3,43,0,0,1,1,1,1,1,1,0
5577,0,0.0,0,1.0,0,1.0,0,0.0,0,0,0,0,1,1,0,0,29978,5204.0,24774,1,49,1,1,0,1,1,1,0,0,0
5578,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,3821,0.0,3821,4,49,0,0,1,1,0,1,0,0,0
5579,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2970,120.0,2850,3,47,0,1,0,1,0,1,0,1,0
5580,0,0.0,1,1.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,49795,20048.0,29747,2,63,0,0,1,1,1,1,0,0,1
5581,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,22471,0.0,22471,4,53,0,1,1,1,1,1,0,1,0
5582,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,1210,420.0,790,2,71,0,0,1,1,0,1,0,0,0
5583,0,0.0,0,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,26160,3030.0,23130,4,38,0,1,1,1,0,1,0,0,0
5584,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,40389,0.0,40389,3,37,0,1,1,1,1,1,0,0,0
5585,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,53178,0.0,53178,2,46,0,0,0,1,1,1,0,1,0
5586,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,1,1,0,0,11220,530.0,10690,2,45,1,0,0,1,0,1,0,1,0
5587,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,8040,600.0,7440,4,52,0,1,1,1,0,1,0,1,0
5588,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,11646,400.0,11246,4,60,0,0,1,1,1,0,0,0,0
5589,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,9500,0.0,9500,2,72,0,0,1,0,1,0,0,0,0
5590,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,36314,9400.0,26914,4,48,0,0,1,1,1,0,0,1,0
5591,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,31450,100.0,31350,2,66,0,0,1,0,1,0,0,0,0
5592,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,1,0,0,17220,15500.0,1720,3,37,0,1,1,1,0,0,0,1,0
5593,0,1.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,25990,7800.0,18190,3,59,0,0,0,1,1,0,0,0,0
5594,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,27180,0.0,27180,2,62,0,0,1,1,1,1,1,0,0
5595,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,17168,100.0,17068,2,39,0,1,1,1,0,1,0,0,0
5596,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,25260,1900.0,23360,2,37,0,0,1,1,0,0,0,0,0
5597,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,14556,1000.0,13556,1,48,0,0,0,1,0,1,0,1,0
5598,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,72893,50.0,72843,4,42,0,1,1,1,1,1,0,1,0
5599,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,1,0,0,86660,13895.0,72765,3,57,0,1,1,0,1,1,0,0,0
5600,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,55036,0.0,55036,5,48,0,1,1,1,1,1,0,1,0
5601,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,31720,0.0,31720,1,38,1,1,0,1,0,1,0,1,0
5602,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,28850,220.0,28630,3,66,0,0,1,1,1,0,1,0,0
5603,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,12351,0.0,12351,4,64,0,0,1,1,0,0,1,0,0
5604,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1057,0.0,1057,1,71,0,0,0,0,0,0,0,0,0
5605,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,20053,0.0,20053,2,58,1,0,1,1,1,0,1,0,0
5606,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,8912,200.0,8712,4,52,0,1,1,1,0,0,0,1,0
5607,1,1.0,0,0.0,0,1.0,0,1.0,0,0,0,1,0,1,0,0,47439,14100.0,33339,3,35,0,1,1,1,1,0,0,0,0
5608,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,1,1,0,0,1300,200.0,1100,1,45,0,1,0,1,0,1,0,1,0
5609,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,1,0,0,22480,12370.0,10110,4,42,0,1,1,1,1,1,0,1,1
5610,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,1,1,0,0,38380,1000.0,37380,2,60,0,0,1,1,1,1,0,0,0
5611,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,42100,0.0,42100,1,54,0,1,0,1,1,1,0,1,0
5612,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,1,1,0,0,99550,28780.0,70770,3,67,0,0,1,1,1,1,1,1,0
5613,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,90216,5976.0,84240,3,51,0,1,1,1,1,1,0,1,0
5614,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1646,0.0,1646,1,32,0,0,0,1,0,1,0,0,0
5615,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,224500,0.0,224500,2,80,0,1,1,0,1,1,0,0,0
5616,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,26800,0.0,26800,2,65,0,0,1,1,1,1,0,0,0
5617,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,69606,0.0,69606,3,62,0,0,1,1,1,1,0,0,0
5618,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,36220,11000.0,25220,2,65,0,0,1,1,0,1,0,0,0
5619,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,43000,0.0,43000,3,78,0,0,1,0,1,1,0,0,0
5620,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,116100,20000.0,96100,1,72,1,0,0,0,1,1,0,0,0
5621,0,0.0,0,1.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,43230,13570.0,29660,4,55,0,0,1,1,1,0,0,0,0
5622,0,1.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,37300,22000.0,15300,3,57,0,1,1,1,0,0,0,1,0
5623,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,88590,25000.0,63590,4,40,0,1,1,1,1,0,0,1,0
5624,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,1,1,0,0,1924,900.0,1024,1,30,1,1,0,1,0,1,0,1,0
5625,0,1.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,1,0,0,191005,28810.0,162195,5,49,0,0,1,1,1,0,0,0,0
5626,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,1,1,0,0,32490,15000.0,17490,3,58,0,1,1,1,1,0,0,1,0
5627,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,36964,0.0,36964,2,76,0,0,1,0,0,1,0,0,0
5628,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,311401,0.0,311401,3,83,0,1,1,0,1,1,0,0,0
5629,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,124520,0.0,124520,4,62,1,1,1,1,1,1,0,1,0
5630,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,19608,190.0,19418,3,29,1,1,1,1,0,1,0,1,0
5631,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,158642,2000.0,156642,4,51,0,1,1,1,0,1,0,1,0
5632,0,0.0,1,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,111100,28000.0,83100,4,56,0,1,1,1,0,1,0,1,0
5633,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,47940,10000.0,37940,2,67,0,0,1,0,1,1,0,0,0
5634,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,55200,600.0,54600,1,77,1,0,1,0,1,1,0,0,0
5635,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,470,0.0,470,1,57,0,0,0,1,0,1,1,0,0
5636,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0,1,0,0,7274,4000.0,3274,1,25,1,0,0,1,0,1,0,1,0
5637,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,397100,11000.0,386100,3,62,0,1,1,1,1,1,0,0,0
5638,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,198450,0.0,198450,2,84,0,1,1,1,1,1,0,1,0
5639,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,156320,0.0,156320,4,57,0,1,1,1,1,1,0,1,0
5640,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,42784,0.0,42784,3,41,0,0,1,1,0,1,0,1,0
5641,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,3372,2000.0,1372,2,58,0,0,1,1,0,1,0,0,0
5642,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,69700,0.0,69700,5,46,0,1,1,1,0,1,0,1,0
5643,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,730,0.0,730,1,25,1,1,0,1,0,0,0,0,0
5644,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,10070,0.0,10070,1,63,1,0,0,0,1,0,0,0,0
5645,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,12897,0.0,12897,2,74,0,0,1,0,1,0,0,0,0
5646,1,0.0,0,0.0,1,0.0,0,0.0,0,0,0,0,1,1,0,0,14310,10460.0,3850,3,47,1,0,0,1,1,0,0,1,0
5647,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,47350,0.0,47350,2,80,0,1,1,0,1,0,0,0,0
5648,1,0.0,0,0.0,1,1.0,0,0.0,0,0,0,0,0,0,0,0,9100,4158.0,4942,5,39,0,1,1,1,1,0,0,1,0
5649,1,0.0,0,0.0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,29290,550.0,28740,1,50,0,0,0,1,1,0,0,1,0
5650,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,58200,0.0,58200,2,72,0,0,1,0,1,0,0,0,0
5651,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,50270,0.0,50270,2,71,0,0,1,0,1,0,0,0,0
5652,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,21840,3000.0,18840,2,65,0,1,1,1,1,1,1,0,0
5653,0,0.0,1,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,23874,10000.0,13874,2,30,0,0,0,1,0,1,0,1,0
5654,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,216300,0.0,216300,4,52,0,1,1,1,1,1,0,1,0
5655,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,56136,3000.0,53136,3,49,1,0,0,1,0,1,1,0,0
5656,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,116130,2000.0,114130,1,70,1,0,0,1,1,1,1,0,0
5657,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,122518,0.0,122518,4,63,0,0,1,0,1,1,0,0,0
5658,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1003,0.0,1003,1,82,1,0,0,0,0,1,0,0,0
5659,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,34003,11290.0,22713,4,37,0,1,1,1,1,1,0,1,0
5660,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,135160,0.0,135160,4,49,1,1,1,1,0,1,0,1,0
5661,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2791,0.0,2791,1,66,0,1,0,1,0,1,1,1,0
5662,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,79500,0.0,79500,3,70,0,1,1,1,1,1,0,1,0
5663,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,1,0,0,127730,38500.0,89230,3,58,0,1,1,1,1,1,0,1,0
5664,0,0.0,1,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,27040,2550.0,24490,3,61,1,1,1,1,0,1,0,0,0
5665,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,3840,3000.0,840,1,37,1,0,0,1,0,0,0,0,0
5666,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,421,0.0,421,1,62,1,0,0,0,0,0,0,0,0
5667,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,57467,27500.0,29967,4,68,0,0,0,1,1,1,0,1,0
5668,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,103310,0.0,103310,4,52,0,0,1,1,1,1,0,1,0
5669,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,107748,19500.0,88248,4,63,0,0,1,0,1,1,0,0,0
5670,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,8540,0.0,8540,1,30,0,1,0,1,0,1,0,1,0
5671,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,27333,0.0,27333,2,54,0,1,1,1,0,1,0,0,0
5672,0,0.0,1,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,22801,11000.0,11801,3,33,0,1,1,1,0,1,0,1,0
5673,0,0.0,1,0.0,0,1.0,0,0.0,0,0,0,0,1,1,0,0,48757,12000.0,36757,4,46,0,1,1,1,0,1,0,1,0
5674,0,0.0,0,1.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,128300,40000.0,88300,2,59,0,1,1,1,1,1,0,1,0
5675,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,4670,0.0,4670,3,48,0,0,0,1,0,1,0,0,0
5676,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2090,0.0,2090,5,41,1,0,1,1,0,1,0,0,0
5677,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,9445,50.0,9395,3,76,1,0,0,1,0,1,1,1,0
5678,0,0.0,1,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,7550,3000.0,4550,3,36,0,0,0,1,0,1,0,1,0
5679,0,1.0,1,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,13751,8250.0,5501,4,35,0,0,1,1,0,1,0,1,0
5680,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,846,0.0,846,3,53,1,0,0,1,0,1,0,1,0
5681,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,17360,1000.0,16360,5,42,0,0,1,1,1,0,0,0,0
5682,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,1,1,0,0,63050,22470.0,40580,3,62,0,0,1,1,1,0,0,1,0
5683,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,10280,50.0,10230,1,70,1,0,0,1,1,0,1,0,0
5684,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,86940,0.0,86940,3,75,0,0,1,0,1,0,0,0,0
5685,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,15110,0.0,15110,2,70,0,0,1,0,1,0,0,0,0
5686,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,808,510.0,298,1,65,0,1,0,1,0,0,1,0,0
5687,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,7500,150.0,7350,1,70,1,0,0,0,1,0,0,0,0
5688,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0,1,0,0,63450,37270.0,26180,4,44,0,1,1,1,0,0,0,1,0
5689,0,0.0,0,0.0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,191087,32500.0,158587,3,61,0,0,1,1,1,1,0,1,0
5690,0,1.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,56833,12000.0,44833,4,59,1,1,1,1,1,1,0,0,0
5691,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,28200,900.0,27300,1,79,1,0,0,0,1,1,0,0,0
5692,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,40941,26.0,40915,4,57,0,0,1,1,1,1,0,0,0
5693,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1440,12000.0,-10560,3,72,0,0,1,0,0,1,0,0,1
5694,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,12501,3000.0,9501,4,36,1,1,1,1,0,1,0,0,0
5695,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,7750,50.0,7700,2,60,1,0,1,1,0,1,0,1,0
5696,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,46540,0.0,46540,2,76,0,0,1,1,1,1,1,1,0
5697,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,87467,500.0,86967,3,47,0,0,1,1,1,1,1,1,0
5698,1,1.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,1,0,0,136418,18052.0,118366,3,37,0,1,1,1,1,1,0,1,0
5699,0,0.0,0,0.0,1,1.0,0,0.0,0,0,0,0,1,1,0,0,36770,6240.0,30530,3,34,0,1,1,1,1,0,0,1,0
5700,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,20082,3620.0,16462,4,40,0,1,1,1,1,0,0,0,0
5701,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,30214,5000.0,25214,3,70,0,0,1,0,1,0,0,0,0
5702,0,0.0,0,1.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,95790,4200.0,91590,4,59,0,1,1,0,1,0,0,0,0
5703,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,11740,0.0,11740,1,68,1,0,0,1,1,0,1,0,0
5704,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,19520,0.0,19520,2,65,1,0,1,1,0,0,0,1,0
5705,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,20350,0.0,20350,3,44,0,0,1,1,1,0,0,0,0
5706,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2288,0.0,2288,1,59,1,0,0,1,0,1,0,1,0
5707,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0,0,1,0,0,0,5223,7480.0,-2257,4,44,0,1,1,1,0,1,0,0,0
5708,0,0.0,0,0.0,1,1.0,0,0.0,0,0,0,0,0,0,0,0,48896,2700.0,46196,2,42,1,0,0,1,1,1,1,1,0
5709,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,40404,0.0,40404,2,43,0,1,1,1,1,1,0,1,0
5710,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,74100,0.0,74100,5,45,0,1,1,1,1,1,0,1,0
5711,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2530,0.0,2530,1,79,1,0,0,0,0,1,0,0,0
5712,0,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,20730,7150.0,13580,1,64,1,0,0,0,1,1,0,0,1
5713,0,1.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,56124,6600.0,49524,4,61,0,1,1,1,1,1,0,1,0
5714,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,5,0.0,5,1,65,1,0,0,0,0,1,0,0,0
5715,0,1.0,0,0.0,0,1.0,0,0.0,0,0,0,0,1,1,0,0,112900,7000.0,105900,4,47,0,1,1,1,1,1,0,1,0
5716,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,1,1,0,0,77084,17000.0,60084,4,38,0,1,1,1,1,1,0,1,1
5717,1,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,54396,8000.0,46396,3,38,0,1,1,1,1,1,0,1,0
5718,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,10550,0.0,10550,1,69,1,0,0,0,1,0,0,0,0
5719,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,18095,2800.0,15295,2,60,0,0,1,1,1,0,0,1,0
5720,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,4890,0.0,4890,2,40,1,0,0,1,0,0,0,1,0
5721,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,60,1000.0,-940,1,58,0,0,0,1,0,0,0,0,0
5722,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,12796,0.0,12796,1,38,0,0,0,1,0,1,1,1,0
5723,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,29603,0.0,29603,6,70,0,0,0,1,1,1,0,0,0
5724,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,66540,15500.0,51040,2,67,0,0,1,1,1,1,0,0,1
5725,0,0.0,1,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,45346,14188.0,31158,4,45,0,1,1,1,0,1,0,1,0
5726,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,1,0,1,0,0,90796,12000.0,78796,4,57,0,1,1,1,1,1,0,1,1
5727,1,0.0,0,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,33626,3880.0,29746,3,45,0,1,1,1,1,1,0,1,0
